Country,Year,"Number of New
Limited Liability Companies",New business density rate,Country_Code,Region,Income group,Account (% age 15+),Saved at a financial institution (% age 15+),indicator,estimate,Economy,Informal_Economy_Percentage,Series Name.x,Series Code.x,Country Name.x,Female_LFP,Series Name.y,Series Code.y,Country Name.y,Male_LFP,LFP_Gender_Gap,Country Name.x.x,Indicator Name.x,Indicator Code.x,Country Name.y.y,Indicator Name.y,Indicator Code.y,GDP_Constant_2015USD,Country Name.x.x.x,Indicator Name.x.x,Indicator Code.x.x,Gov_Edu_Spending_PctGDP,Country Name.y.y.y,Indicator Name.y.y,Indicator Code.y.y,Female_Pop_Percentage,Country Name.x.x.x.x,Indicator Name.x.x.x,Indicator Code.x.x.x,Country Name.y.y.y.y,Indicator Name.y.y.y,Indicator Code.y.y.y,Working_Age_Pop,Country Name.x.x.x.x.x,Population_Growth,Total_Population,Entrepreneurship_Score,WEFS,Country Name.x.x.x.x.x.x,Indicator Name.x.x.x.x,Indicator Code.x.x.x.x,Employment_Agriculture,Country Name.y.y.y.y.y,Indicator Name.y.y.y.y,Indicator Code.y.y.y.y,Employment_Industry,Country Name,Indicator Name,Indicator Code,Employment_Services,Dominant_Employment_Sector,region,sub-region
"Congo, Rep.",2014,51,0.01852861,COG,Sub-Saharan Africa (excluding high income),Lower middle income,0.170695975,0.097864836,cc,-1.200222015,"Congo, Rep.",39.87425613,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Congo, Rep.",66.665,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,"Congo, Rep.",69.511,2.846,"Congo, Rep.",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,"Congo, Rep.",GDP (constant 2015 US$),NY.GDP.MKTP.KD,12383378937,"Congo, Rep.","Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.182569981,"Congo, Rep.","Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.00593865,"Congo, Rep.","Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Congo, Rep.","Population ages 15-64, total",SP.POP.1564.TO,2770559,"Congo, Rep.",2.416089328,4975880,75,1.803902316,"Congo, Rep.",Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,32.54073104,"Congo, Rep.",Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.12488164,"Congo, Rep.",Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,42.33438732,Services,,
"Congo, Rep.",2017,95,0.032322875,COG,Sub-Saharan Africa (excluding high income),Lower middle income,0.260927498,0.073783755,cc,-1.366678953,"Congo, Rep.",37.50466156,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Congo, Rep.",66.541,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,"Congo, Rep.",69.916,3.375,"Congo, Rep.",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,"Congo, Rep.",GDP (constant 2015 US$),NY.GDP.MKTP.KD,10719526285,"Congo, Rep.","Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.172369957,"Congo, Rep.","Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.9980471,"Congo, Rep.","Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Congo, Rep.","Population ages 15-64, total",SP.POP.1564.TO,2955363,"Congo, Rep.",2.430240734,5351011,75,1.903218989,"Congo, Rep.",Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,31.59565277,"Congo, Rep.",Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.83695503,"Congo, Rep.",Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,44.5673922,Services,,
Costa Rica,2014,10965,3.300901313,CRI,Latin America & Caribbean (excluding high income),Upper middle income,0.645530641,0.241923675,cc,0.725378335,Costa Rica,22.11003494,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Costa Rica,51.34,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Costa Rica,77.538,26.198,Costa Rica,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Costa Rica,GDP (constant 2015 US$),NY.GDP.MKTP.KD,54453244251,Costa Rica,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.67952013,Costa Rica,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.47837069,Costa Rica,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Costa Rica,"Population ages 15-64, total",SP.POP.1564.TO,3269503,Costa Rica,1.074998653,4767119,75,2.246017336,Costa Rica,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,14.16406613,Costa Rica,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.21901987,Costa Rica,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.61696036,Services,Americas,Latin America and the Caribbean
Costa Rica,2017,17573,5.110315404,CRI,Latin America & Caribbean (excluding high income),Upper middle income,0.678383589,0.230441973,cc,0.432391852,Costa Rica,21.45921326,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Costa Rica,45.905,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Costa Rica,74.321,28.416,Costa Rica,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Costa Rica,GDP (constant 2015 US$),NY.GDP.MKTP.KD,61260269008,Costa Rica,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.069809914,Costa Rica,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.49351977,Costa Rica,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Costa Rica,"Population ages 15-64, total",SP.POP.1564.TO,3382293,Costa Rica,0.944345948,4913177,75,2.15871801,Costa Rica,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,15.36851923,Costa Rica,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.8745725,Costa Rica,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,66.75690826,Services,Americas,Latin America and the Caribbean
Costa Rica,2021,17950,5.053246296,CRI,Latin America & Caribbean (excluding high income),Upper middle income,0.684896886,0.218510792,cc,0.470307708,,21.7846241,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Costa Rica,50.245,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Costa Rica,73.731,23.486,Costa Rica,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Costa Rica,GDP (constant 2015 US$),NY.GDP.MKTP.KD,66522107766,Costa Rica,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.248419762,Costa Rica,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.5463354,Costa Rica,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Costa Rica,"Population ages 15-64, total",SP.POP.1564.TO,3483167,Costa Rica,0.508564932,5059988,75,2.346139975,Costa Rica,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,15.20456244,Costa Rica,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.58153639,Costa Rica,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,67.21385385,Services,Americas,Latin America and the Caribbean
Croatia,2011,7116,2.485212184,HRV,High income,High income,0.883910179,0.122311369,cc,0.027720679,Croatia,29.21163368,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Croatia,44.475,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Croatia,59.784,15.309,Croatia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Croatia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,51346628209,Croatia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.114419937,Croatia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.86700037,Croatia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Croatia,"Population ages 15-64, total",SP.POP.1564.TO,2864165,Croatia,-0.345264228,4280622,100,2.54668448,Croatia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,14.58832155,Croatia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.95131208,Croatia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,57.46036636,Services,Europe,Southern Europe
Croatia,2014,12964,4.60243307,HRV,High income,High income,0.86025095,0.27283138,cc,0.200835213,Croatia,28.77225876,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Croatia,46.252,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Croatia,58.834,12.582,Croatia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Croatia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,49847163745,Croatia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.176151276,Croatia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.84996817,Croatia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Croatia,"Population ages 15-64, total",SP.POP.1564.TO,2793523,Croatia,-0.766382113,4201598,100,2.73229875,Croatia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,9.518781637,Croatia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.97963394,Croatia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,63.50164873,Services,Europe,Southern Europe
Croatia,2017,14918,5.519308144,HRV,High income,High income,0.861434519,0.357943624,cc,0.059624635,Croatia,28.90081978,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Croatia,45.303,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Croatia,58.266,12.963,Croatia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Croatia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,54501936569,Croatia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.862699986,Croatia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.83673269,Croatia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Croatia,"Population ages 15-64, total",SP.POP.1564.TO,2638787,Croatia,-1.606755205,4041407,100,2.690305478,Croatia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.979477517,Croatia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.41546868,Croatia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,66.6050538,Services,Europe,Southern Europe
Croatia,2021,13711,5.532303106,HRV,High income,High income,0.918041945,0.252351195,cc,0.037536457,,28.96157074,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Croatia,45.682,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Croatia,58.765,13.083,Croatia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Croatia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,59714859478,Croatia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.056660175,Croatia,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.81483001,Croatia,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Croatia,"Population ages 15-64, total",SP.POP.1564.TO,2463901,Croatia,-0.904000889,3878981,100,2.684134392,Croatia,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.803430597,Croatia,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,28.7695031,Croatia,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,64.4270663,Services,Europe,Southern Europe
Cyprus,2011,19538,23.75033581,CYP,High income,High income,0.852376461,0.304449677,cc,0.859248042,Cyprus,25.64375687,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cyprus,57.516,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Cyprus,70.04,12.524,Cyprus,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Cyprus,GDP (constant 2015 US$),NY.GDP.MKTP.KD,21730464388,Cyprus,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.520420074,Cyprus,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.38704379,Cyprus,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Cyprus,"Population ages 15-64, total",SP.POP.1564.TO,823474,Cyprus,1.642469856,1146493,100,3.20229168,Cyprus,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.828268262,Cyprus,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.8978262,Cyprus,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.27390554,Services,Asia,Western Asia
Cyprus,2014,11169,13.28779151,CYP,High income,High income,0.901502013,0.21959126,cc,1.070675373,Cyprus,25.185812,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cyprus,58.944,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Cyprus,70.248,11.304,Cyprus,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Cyprus,GDP (constant 2015 US$),NY.GDP.MKTP.KD,19251098195,Cyprus,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.421110153,Cyprus,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.46617618,Cyprus,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Cyprus,"Population ages 15-64, total",SP.POP.1564.TO,861302,Cyprus,1.501141491,1201801,100,3.331575678,Cyprus,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.430080577,Cyprus,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.51753161,Cyprus,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,79.05238781,Services,Asia,Western Asia
Cyprus,2017,13677,16.01919915,CYP,High income,High income,0.887157619,0.260166138,cc,0.746647298,Cyprus,25.49005699,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cyprus,58.923,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Cyprus,69.774,10.851,Cyprus,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Cyprus,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22438246478,Cyprus,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.69961977,Cyprus,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.52917024,Cyprus,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Cyprus,"Population ages 15-64, total",SP.POP.1564.TO,892005,Cyprus,1.377808547,1254275,100,3.312992273,Cyprus,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.527806703,Cyprus,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.04731616,Cyprus,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,80.42471132,Services,Asia,Western Asia
Denmark,2011,17880,4.929685807,DNK,High income,High income,0.997367918,0.565099299,cc,2.392884016,Denmark,16.52323341,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Denmark,58.71,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Denmark,67.766,9.056,Denmark,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Denmark,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.88E+11,Denmark,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.48486042,Denmark,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.42631742,Denmark,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Denmark,"Population ages 15-64, total",SP.POP.1564.TO,3628621,Denmark,0.411737855,5570572,100,5.243305844,Denmark,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.394463424,Denmark,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.03486031,Denmark,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.57063879,Services,Europe,Northern Europe
Denmark,2014,25958,7.136639791,DNK,High income,High income,1,0.646883965,cc,2.25215745,Denmark,16.41393471,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Denmark,57.097,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Denmark,65.693,8.596,Denmark,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Denmark,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.96E+11,Denmark,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.634850025,Denmark,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.35731283,Denmark,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Denmark,"Population ages 15-64, total",SP.POP.1564.TO,3638617,Denmark,0.507053283,5643475,100,5.295189334,Denmark,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.480216753,Denmark,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.37013376,Denmark,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,78.14964949,Services,Europe,Northern Europe
Denmark,2017,36485,9.877723075,DNK,High income,High income,0.999173701,0.631052077,cc,2.190749168,Denmark,16.34047508,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Denmark,57.74,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Denmark,66.007,8.267,Denmark,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Denmark,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.21E+11,Denmark,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.115859985,Denmark,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.24748628,Denmark,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Denmark,"Population ages 15-64, total",SP.POP.1564.TO,3698112,Denmark,0.643350904,5764980,100,5.353306457,Denmark,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.110610219,Denmark,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.93821655,Denmark,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,78.95117323,Services,Europe,Northern Europe
Denmark,2021,32963,8.854123857,DNK,High income,High income,1,0.672929525,cc,2.333371401,,16.42588107,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Denmark,58.216,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Denmark,67.317,9.101,Denmark,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Denmark,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.50E+11,Denmark,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.999929905,Denmark,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.24854971,Denmark,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Denmark,"Population ages 15-64, total",SP.POP.1564.TO,3723590,Denmark,0.433414489,5856733,100,5.264885548,Denmark,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.044519264,Denmark,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.33515245,Denmark,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,78.62032829,Services,Europe,Northern Europe
Dominican Republic,2011,3257,0.51311257,DOM,Latin America & Caribbean (excluding high income),Upper middle income,0.3820467,0.159721583,cc,-0.844827235,Dominican Republic,29.42418671,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Dominican Republic,43.662,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Dominican Republic,72.965,29.303,Dominican Republic,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Dominican Republic,GDP (constant 2015 US$),NY.GDP.MKTP.KD,57712871132,Dominican Republic,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.87925756,Dominican Republic,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.0704682,Dominican Republic,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Dominican Republic,"Population ages 15-64, total",SP.POP.1564.TO,6399766,Dominican Republic,1.269341081,9945621,75,1.52526686,Dominican Republic,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,12.04023334,Dominican Republic,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.1686192,Dominican Republic,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,69.79114746,Services,Americas,Latin America and the Caribbean
Dominican Republic,2014,8059,1.211167387,DOM,Latin America & Caribbean (excluding high income),Upper middle income,0.540909886,0.265232831,cc,-0.842135191,Dominican Republic,28.61513519,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Dominican Republic,45.368,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Dominican Republic,74.031,28.663,Dominican Republic,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Dominican Republic,GDP (constant 2015 US$),NY.GDP.MKTP.KD,66554578678,Dominican Republic,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.622434378,Dominican Republic,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.12360977,Dominican Republic,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Dominican Republic,"Population ages 15-64, total",SP.POP.1564.TO,6693665,Dominican Republic,1.186740321,10315528,75,1.606206872,Dominican Republic,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,11.25944053,Dominican Republic,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.7866395,Dominican Republic,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.95391997,Services,Americas,Latin America and the Caribbean
Dominican Republic,2017,9597,1.382947481,DOM,Latin America & Caribbean (excluding high income),Upper middle income,0.562391937,0.194809541,cc,-0.78759861,Dominican Republic,27.55055428,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Dominican Republic,49.009,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Dominican Republic,76.066,27.057,Dominican Republic,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,Dominican Republic,GDP (constant 2015 US$),NY.GDP.MKTP.KD,79446042998,Dominican Republic,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.920267582,Dominican Republic,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.16484259,Dominican Republic,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Dominican Republic,"Population ages 15-64, total",SP.POP.1564.TO,6971606,Dominican Republic,1.087874948,10666843,100,2.338594486,Dominican Republic,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,9.577104014,Dominican Republic,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.42136627,Dominican Republic,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,71.00152971,Services,Americas,Latin America and the Caribbean
"Egypt, Arab Rep.",2011,2168,0.038822617,EGY,Middle East & North Africa (excluding high income),Lower middle income,0.097199805,0.006926641,cc,-0.633263946,"Egypt, Arab Rep.",31.10505295,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Egypt, Arab Rep.",22.538,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,"Egypt, Arab Rep.",74.819,52.281,"Egypt, Arab Rep.",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,"Egypt, Arab Rep.",GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.94E+11,"Egypt, Arab Rep.","Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.344296455,"Egypt, Arab Rep.","Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.44889928,"Egypt, Arab Rep.","Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Egypt, Arab Rep.","Population ages 15-64, total",SP.POP.1564.TO,56612518,"Egypt, Arab Rep.",2.104460762,91093059,75,0.726329684,"Egypt, Arab Rep.",Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,29.23910785,"Egypt, Arab Rep.",Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.57240059,"Egypt, Arab Rep.",Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.18849542,Services,,
